created_at,favorite_count,quote_count,reply_count,retweet_count,username,tweet_url,full_text,Label,cleaning,case_folding,tokenize,stopword,stemming,normalized,text_for_tfidf,tfidf_per_word
Fri Mar 22 01:55:31 +0000 2024,0,0,0,0,nancheonsaieyo,https://x.com/nancheonsaieyo/status/1770992673773789638,Insyaallah terus ikhtiar ya mama temanku yang kanker payudara saja sembuh semangat,positif,Insyaallah terus ikhtiar ya mama temanku yang kanker payudara saja sembuh semangat,insyaallah terus ikhtiar ya mama temanku yang kanker payudara saja sembuh semangat,"['insyaallah', 'terus', 'ikhtiar', 'ya', 'mama', 'temanku', 'yang', 'kanker', 'payudara', 'saja', 'sembuh', 'semangat']","['insyaallah', 'ikhtiar', 'ya', 'mama', 'temanku', 'kanker', 'payudara', 'sembuh', 'semangat']","['insyaallah', 'ikhtiar', 'ya', 'mama', 'teman', 'kanker', 'payudara', 'sembuh', 'semangat']","['insyaallah', 'ikhtiar', 'ya', 'mama', 'teman', 'kanker', 'payudara', 'sembuh', 'semangat']",insyaallah ikhtiar ya mama teman kanker payudara sembuh semangat,"[0.3680535956020315, 0.4654664726447506, 0.21662785684360894, 0.31188107250462516, 0.2615756447837823, 0.09390628797842587, 0.07739545967449547, 0.22642399274539, 0.26050881607987214]"
Thu Apr 18 11:49:24 +0000 2024,1,0,5,0,marimellorinee,https://x.com/marimellorinee/status/1780926603444584460,UE divonis kanker payudara stadium 1. ada benjolan di area puting nyeri dan kulit di sekitarnya mengering.,negatif,UE divonis kanker payudara stadium 1 ada benjolan di area puting nyeri dan kulit di sekitarnya mengering,ue divonis kanker payudara stadium 1 ada benjolan di area puting nyeri dan kulit di sekitarnya mengering,"['ue', 'divonis', 'kanker', 'payudara', 'stadium', '1', 'ada', 'benjolan', 'di', 'area', 'puting', 'nyeri', 'dan', 'kulit', 'di', 'sekitarnya', 'mengering']","['ue', 'divonis', 'kanker', 'payudara', 'stadium', '1', 'benjolan', 'area', 'puting', 'nyeri', 'kulit', 'mengering']","['ue', 'vonis', 'kanker', 'payudara', 'stadium', '1', 'benjol', 'area', 'puting', 'nyeri', 'kulit', 'ering']","['ue', 'vonis', 'kanker', 'payudara', 'stadium', '1', 'benjol', 'area', 'puting', 'nyeri', 'kulit', 'ering']",ue vonis kanker payudara stadium 1 benjol area puting nyeri kulit ering,"[0.43896018863232505, 0.3234767050027584, 0.09390628797842587, 0.07739545967449547, 0.26994927940449986, 0, 0.3153381614407248, 0.2797429623597828, 0.32011547713765615, 0.3813474609263494, 0.29821320810538754, 0.4340325910820759]"
Tue Mar 26 02:00:09 +0000 2024,0,0,0,0,wtsfun,https://x.com/wtsfun/status/1772443391608959263,beruntung sekali saya tidak terlalu suka pedas apa lagi cewek rentan kalau terlalu berlebihan makan makanan cepat saji dan pedas penyakit kista dan menstruasi tidak lancar dan kelenjar kanker di payudara sedang mengintai. jaga pola makan,positif,beruntung sekali saya tidak terlalu suka pedas apa lagi cewek rentan kalau terlalu berlebihan makan makanan cepat saji dan pedas penyakit kista dan menstruasi tidak lancar dan kelenjar kanker di payudara sedang mengintai jaga pola makan,beruntung sekali saya tidak terlalu suka pedas apa lagi cewek rentan kalau terlalu berlebihan makan makanan cepat saji dan pedas penyakit kista dan menstruasi tidak lancar dan kelenjar kanker di payudara sedang mengintai jaga pola makan,"['beruntung', 'sekali', 'saya', 'tidak', 'terlalu', 'suka', 'pedas', 'apa', 'lagi', 'cewek', 'rentan', 'kalau', 'terlalu', 'berlebihan', 'makan', 'makanan', 'cepat', 'saji', 'dan', 'pedas', 'penyakit', 'kista', 'dan', 'menstruasi', 'tidak', 'lancar', 'dan', 'kelenjar', 'kanker', 'di', 'payudara', 'sedang', 'mengintai', 'jaga', 'pola', 'makan']","['beruntung', 'suka', 'pedas', 'cewek', 'rentan', 'makan', 'makanan', 'cepat', 'saji', 'pedas', 'penyakit', 'kista', 'menstruasi', 'lancar', 'kelenjar', 'kanker', 'payudara', 'mengintai', 'jaga', 'pola', 'makan']","['untung', 'suka', 'pedas', 'cewek', 'rentan', 'makan', 'makan', 'cepat', 'saji', 'pedas', 'sakit', 'kista', 'menstruasi', 'lancar', 'kelenjar', 'kanker', 'payudara', 'intai', 'jaga', 'pola', 'makan']","['untung', 'suka', 'pedas', 'cewek', 'rentan', 'makan', 'makan', 'cepat', 'saji', 'pedas', 'sakit', 'kista', 'menstruasi', 'lancar', 'kelenjar', 'kanker', 'payudara', 'intai', 'jaga', 'pola', 'makan']",untung suka pedas cewek rentan makan makan cepat saji pedas sakit kista menstruasi lancar kelenjar kanker payudara intai jaga pola makan,"[0.26441291486196533, 0.2336135837671897, 0.5196020983278986, 0.30983005731322016, 0.2824585187840059, 0.33461084547317915, 0.33461084547317915, 0.23772488230531125, 0.2598010491639493, 0.5196020983278986, 0.17878135647325652, 0.3175650910822816, 0.3386195221066389, 0.24842414323274134, 0.22874882670115823, 0.09390628797842587, 0.07739545967449547, 0.406785984020531, 0.3067701627426578, 0.3275812653991537, 0.33461084547317915]"
Tue Mar 19 22:25:52 +0000 2024,2,0,0,0,mengsimeow,https://x.com/mengsimeow/status/1770215137942880477,AlmarhumaTanteku kanker payudara stadium 4. Bolak-balik kemoterapi. 1 hari sebelum meninggal juga kelihatan segar bugar seperti sehat kembali. Padahal biasanya karena efek kemoterapi jadi lemas.,negatif,AlmarhumaTanteku kanker payudara stadium 4 Bolakbalik kemoterapi 1 hari sebelum meninggal juga kelihatan segar bugar seperti sehat kembali Padahal biasanya karena efek kemoterapi jadi lemas,almarhumatanteku kanker payudara stadium 4 bolakbalik kemoterapi 1 hari sebelum meninggal juga kelihatan segar bugar seperti sehat kembali padahal biasanya karena efek kemoterapi jadi lemas,"['almarhumatanteku', 'kanker', 'payudara', 'stadium', '4', 'bolakbalik', 'kemoterapi', '1', 'hari', 'sebelum', 'meninggal', 'juga', 'kelihatan', 'segar', 'bugar', 'seperti', 'sehat', 'kembali', 'padahal', 'biasanya', 'karena', 'efek', 'kemoterapi', 'jadi', 'lemas']","['almarhumatanteku', 'kanker', 'payudara', 'stadium', '4', 'bolakbalik', 'kemoterapi', '1', 'meninggal', 'segar', 'bugar', 'sehat', 'efek', 'kemoterapi', 'lemas']","['almarhumatanteku', 'kanker', 'payudara', 'stadium', '4', 'bolakbalik', 'kemoterapi', '1', 'tinggal', 'segar', 'bugar', 'sehat', 'efek', 'kemoterapi', 'lemas']","['almarhumatanteku', 'kanker', 'payudara', 'stadium', '4', 'bolakbalik', 'kemoterapi', '1', 'tinggal', 'segar', 'bugar', 'sehat', 'efek', 'kemoterapi', 'lemas']",almarhumatanteku kanker payudara stadium 4 bolakbalik kemoterapi 1 tinggal segar bugar sehat efek kemoterapi lemas,"[0.37771589569373026, 0.09390628797842587, 0.07739545967449547, 0.26994927940449986, 0, 0.2513920801223925, 0.32925376455262423, 0, 0.208280794159485, 0.34939027489492663, 0.3221738170066988, 0.19218522072500094, 0.25587800840981717, 0.32925376455262423, 0.37771589569373026]"
Thu Apr 18 06:10:19 +0000 2024,0,0,0,0,bukutigatulip,https://x.com/bukutigatulip/status/1780841267813064812,Dia aktor yang serba bisa Pertama nonton di drakor yang tentang kanker payudara bareng Gong Hyojin dan proyek dia tidak pernah mengecewakan.,positif,Dia aktor yang serba bisa Pertama nonton di drakor yang tentang kanker payudara bareng Gong Hyojin dan proyek dia tidak pernah mengecewakan,dia aktor yang serba bisa pertama nonton di drakor yang tentang kanker payudara bareng gong hyojin dan proyek dia tidak pernah mengecewakan,"['dia', 'aktor', 'yang', 'serba', 'bisa', 'pertama', 'nonton', 'di', 'drakor', 'yang', 'tentang', 'kanker', 'payudara', 'bareng', 'gong', 'hyojin', 'dan', 'proyek', 'dia', 'tidak', 'pernah', 'mengecewakan']","['aktor', 'serba', 'nonton', 'drakor', 'kanker', 'payudara', 'bareng', 'gong', 'hyojin', 'proyek', 'mengecewakan']","['aktor', 'serba', 'nonton', 'drakor', 'kanker', 'payudara', 'bareng', 'gong', 'hyojin', 'proyek', 'kecewa']","['aktor', 'serba', 'nonton', 'drakor', 'kanker', 'payudara', 'bareng', 'gong', 'hyojin', 'proyek', 'kecewa']",aktor serba nonton drakor kanker payudara bareng gong hyojin proyek kecewa,"[0.3696517814109884, 0.35545029105779197, 0.24680489978683634, 0.3157935263179475, 0.09390628797842587, 0.07739545967449547, 0.24313033397605063, 0.3157935263179475, 0.3157935263179475, 0.35545029105779197, 0.2688575739424459]"
Fri Apr 12 03:32:34 +0000 2024,0,0,0,0,kompascom,https://x.com/kompascom/status/1778627241439793481,PUK SPL FSPMI PT. Marsol Abadi Indonesia Lakukan Edukasi Terkait Kanker Serviks dan Payudara,positif,PUK SPL FSPMI PT Marsol Abadi Indonesia Lakukan Edukasi Terkait Kanker Serviks dan Payudara,puk spl fspmi pt marsol abadi indonesia lakukan edukasi terkait kanker serviks dan payudara,"['puk', 'spl', 'fspmi', 'pt', 'marsol', 'abadi', 'indonesia', 'lakukan', 'edukasi', 'terkait', 'kanker', 'serviks', 'dan', 'payudara']","['puk', 'spl', 'fspmi', 'pt', 'marsol', 'abadi', 'indonesia', 'lakukan', 'edukasi', 'terkait', 'kanker', 'serviks', 'payudara']","['puk', 'spl', 'fspmi', 'pt', 'marsol', 'abadi', 'indonesia', 'laku', 'edukasi', 'kait', 'kanker', 'serviks', 'payudara']","['puk', 'spl', 'fspmi', 'pt', 'marsol', 'abadi', 'indonesia', 'laku', 'edukasi', 'kait', 'kanker', 'serviks', 'payudara']",puk spl fspmi pt marsol abadi indonesia laku edukasi kait kanker serviks payudara,"[0.3569588171135758, 0.3569588171135758, 0.3917015763309463, 0.2757579009623802, 0.3569588171135758, 0.3569588171135758, 0.22451998245947968, 0.2536965404310346, 0.2548989904521658, 0.2349427091294743, 0.09390628797842587, 0.2625319903199897, 0.07739545967449547]"
Tue Mar 26 02:59:09 +0000 2024,0,0,0,0,mattsolaro,https://x.com/mattsolaro/status/1772458239948386304,Ada cowok cinta mati sama cewek tetapi ternyata cewek itu selingkuh sama sahabat si cowok. Di sisi lain anak asuh si cowok belum bayar uang narkoba ibu si cewek terkena kanker payudara sahabat si cewek bermesraan tanpa izin di apartemen si cowok,negatif,Ada cowok cinta mati sama cewek tetapi ternyata cewek itu selingkuh sama sahabat si cowok Di sisi lain anak asuh si cowok belum bayar uang narkoba ibu si cewek terkena kanker payudara sahabat si cewek bermesraan tanpa izin di apartemen si cowok,ada cowok cinta mati sama cewek tetapi ternyata cewek itu selingkuh sama sahabat si cowok di sisi lain anak asuh si cowok belum bayar uang narkoba ibu si cewek terkena kanker payudara sahabat si cewek bermesraan tanpa izin di apartemen si cowok,"['ada', 'cowok', 'cinta', 'mati', 'sama', 'cewek', 'tetapi', 'ternyata', 'cewek', 'itu', 'selingkuh', 'sama', 'sahabat', 'si', 'cowok', 'di', 'sisi', 'lain', 'anak', 'asuh', 'si', 'cowok', 'belum', 'bayar', 'uang', 'narkoba', 'ibu', 'si', 'cewek', 'terkena', 'kanker', 'payudara', 'sahabat', 'si', 'cewek', 'bermesraan', 'tanpa', 'izin', 'di', 'apartemen', 'si', 'cowok']","['cowok', 'cinta', 'mati', 'cewek', 'cewek', 'selingkuh', 'sahabat', 'si', 'cowok', 'sisi', 'anak', 'asuh', 'si', 'cowok', 'bayar', 'uang', 'narkoba', 'si', 'cewek', 'terkena', 'kanker', 'payudara', 'sahabat', 'si', 'cewek', 'bermesraan', 'izin', 'apartemen', 'si', 'cowok']","['cowok', 'cinta', 'mati', 'cewek', 'cewek', 'selingkuh', 'sahabat', 'si', 'cowok', 'sisi', 'anak', 'asuh', 'si', 'cowok', 'bayar', 'uang', 'narkoba', 'si', 'cewek', 'kena', 'kanker', 'payudara', 'sahabat', 'si', 'cewek', 'mesra', 'izin', 'apartemen', 'si', 'cowok']","['cowok', 'cinta', 'mati', 'cewek', 'cewek', 'selingkuh', 'sahabat', 'si', 'cowok', 'sisi', 'anak', 'asuh', 'si', 'cowok', 'bayar', 'uang', 'narkoba', 'si', 'cewek', 'kena', 'kanker', 'payudara', 'sahabat', 'si', 'cewek', 'mesra', 'izin', 'apartemen', 'si', 'cowok']",cowok cinta mati cewek cewek selingkuh sahabat si cowok sisi anak asuh si cowok bayar uang narkoba si cewek kena kanker payudara sahabat si cewek mesra izin apartemen si cowok,"[0.5438819026248753, 0.2575842881794476, 0.2481119456919875, 0.30983005731322016, 0.30983005731322016, 0.5095479847528431, 0.24457062274168745, 0.2736929125974735, 0.5438819026248753, 0.22532318886695282, 0.19997561098863656, 0.21172957379239588, 0.2736929125974735, 0.5438819026248753, 0.29004076860105515, 0.2089853477927736, 0.14829047388427943, 0.2736929125974735, 0.30983005731322016, 0.20218776526454507, 0.09390628797842587, 0.07739545967449547, 0.24457062274168745, 0.2736929125974735, 0.30983005731322016, 0.14829047388427943, 0.2560786178712069, 0.14829047388427943, 0.2736929125974735, 0.5438819026248753]"
Thu Mar 21 18:10:38 +0000 2024,0,0,0,0,pecel_rere,https://x.com/pecel_rere/status/1770875683696472453,semenjak almarhumah teman mama kanker payudara karena pakai kawat bra dari awal tidak pernah dibolehin punya kawat bra walaupun payudara lumayan besar alhamdulillah nyaman saja yang penting ld dan cupnya pas,negatif,semenjak almarhumah teman mama kanker payudara karena pakai kawat bra dari awal tidak pernah dibolehin punya kawat bra walaupun payudara lumayan besar alhamdulillah nyaman saja yang penting ld dan cupnya pas,semenjak almarhumah teman mama kanker payudara karena pakai kawat bra dari awal tidak pernah dibolehin punya kawat bra walaupun payudara lumayan besar alhamdulillah nyaman saja yang penting ld dan cupnya pas,"['semenjak', 'almarhumah', 'teman', 'mama', 'kanker', 'payudara', 'karena', 'pakai', 'kawat', 'bra', 'dari', 'awal', 'tidak', 'pernah', 'dibolehin', 'punya', 'kawat', 'bra', 'walaupun', 'payudara', 'lumayan', 'besar', 'alhamdulillah', 'nyaman', 'saja', 'yang', 'penting', 'ld', 'dan', 'cupnya', 'pas']","['semenjak', 'almarhumah', 'teman', 'mama', 'kanker', 'payudara', 'pakai', 'kawat', 'bra', 'dibolehin', 'kawat', 'bra', 'payudara', 'lumayan', 'alhamdulillah', 'nyaman', 'ld', 'cupnya', 'pas']","['semenjak', 'almarhumah', 'teman', 'mama', 'kanker', 'payudara', 'pakai', 'kawat', 'bra', 'dibolehin', 'kawat', 'bra', 'payudara', 'lumayan', 'alhamdulillah', 'nyaman', 'ld', 'cup', 'pas']","['semenjak', 'almarhumah', 'teman', 'mama', 'kanker', 'payudara', 'pakai', 'kawat', 'bra', 'dibolehin', 'kawat', 'bra', 'payudara', 'lumayan', 'alhamdulillah', 'nyaman', 'ld', 'cup', 'pas']",semenjak almarhumah teman mama kanker payudara pakai kawat bra dibolehin kawat bra payudara lumayan alhamdulillah nyaman ld cup pas,"[0.2490560350391184, 0.22693269512425132, 0.2615756447837823, 0.31188107250462516, 0.09390628797842587, 0.07739545967449547, 0.2686171099500437, 0.4163193644239022, 0.3676307034091756, 0.28239811152719385, 0.4163193644239022, 0.3676307034091756, 0.07739545967449547, 0.28239811152719385, 0.36141866364745934, 0.28215167263245783, 0.28239811152719385, 0.28239811152719385, 0.20917176994600958]"
Tue Mar 19 14:14:54 +0000 2024,0,0,1,0,kazunair,https://x.com/kazunair/status/1770091581300933016,terma kasih Kara! kanker payudara kah?,negatif,terma kasih Kara kanker payudara kah,terma kasih kara kanker payudara kah,"['terma', 'kasih', 'kara', 'kanker', 'payudara', 'kah']","['terma', 'kasih', 'kara', 'kanker', 'payudara', 'kah']","['terma', 'kasih', 'kara', 'kanker', 'payudara', 'kah']","['terma', 'kasih', 'kara', 'kanker', 'payudara', 'kah']",terma kasih kara kanker payudara kah,"[0.5693860589281866, 0.23172020096693358, 0.3958946843316376, 0.09390628797842587, 0.07739545967449547, 0.43805844626210316]"
Wed Apr 17 10:25:52 +0000 2024,3,0,1,0,lutfithe13th,https://x.com/lutfithe13th/status/1780543193400119588,Pernah PPDS dulu saya ke ruangan periksa preop ibu-ibu tua dengan kanker payudara ditemani suaminya. Ibunya dengan jarik khas desa Jawa suaminya batik dan peci. Selesai periksa saya pamit si suami berlari tergopoh-gopoh mengejar saya. Dia keluarkan uang dari sela pecinya belasan ratusan ribu.,negatif,Pernah PPDS dulu saya ke ruangan periksa preop ibuibu tua dengan kanker payudara ditemani suaminya Ibunya dengan jarik khas desa Jawa suaminya batik dan peci Selesai periksa saya pamit si suami berlari tergopohgopoh mengejar saya Dia keluarkan uang dari sela pecinya belasan ratusan ribu,pernah ppds dulu saya ke ruangan periksa preop ibuibu tua dengan kanker payudara ditemani suaminya ibunya dengan jarik khas desa jawa suaminya batik dan peci selesai periksa saya pamit si suami berlari tergopohgopoh mengejar saya dia keluarkan uang dari sela pecinya belasan ratusan ribu,"['pernah', 'ppds', 'dulu', 'saya', 'ke', 'ruangan', 'periksa', 'preop', 'ibuibu', 'tua', 'dengan', 'kanker', 'payudara', 'ditemani', 'suaminya', 'ibunya', 'dengan', 'jarik', 'khas', 'desa', 'jawa', 'suaminya', 'batik', 'dan', 'peci', 'selesai', 'periksa', 'saya', 'pamit', 'si', 'suami', 'berlari', 'tergopohgopoh', 'mengejar', 'saya', 'dia', 'keluarkan', 'uang', 'dari', 'sela', 'pecinya', 'belasan', 'ratusan', 'ribu']","['ppds', 'ruangan', 'periksa', 'preop', 'ibuibu', 'tua', 'kanker', 'payudara', 'ditemani', 'suaminya', 'ibunya', 'jarik', 'khas', 'desa', 'jawa', 'suaminya', 'batik', 'peci', 'selesai', 'periksa', 'pamit', 'si', 'suami', 'berlari', 'tergopohgopoh', 'mengejar', 'keluarkan', 'uang', 'pecinya', 'belasan', 'ratusan', 'ribu']","['ppds', 'ruang', 'periksa', 'preop', 'ibuibu', 'tua', 'kanker', 'payudara', 'tani', 'suami', 'ibu', 'jarik', 'khas', 'desa', 'jawa', 'suami', 'batik', 'peci', 'selesai', 'periksa', 'pamit', 'si', 'suami', 'lari', 'tergopohgopoh', 'kejar', 'keluar', 'uang', 'peci', 'bas', 'ratus', 'ribu']","['ppds', 'ruang', 'periksa', 'preop', 'ibuibu', 'tua', 'kanker', 'payudara', 'tani', 'suami', 'ibu', 'jarik', 'khas', 'desa', 'jawa', 'suami', 'batik', 'peci', 'selesai', 'periksa', 'pamit', 'si', 'suami', 'lari', 'tergopohgopoh', 'kejar', 'keluar', 'uang', 'peci', 'bas', 'ratus', 'ribu']",ppds ruang periksa preop ibuibu tua kanker payudara tani suami ibu jarik khas desa jawa suami batik peci selesai periksa pamit si suami lari tergopohgopoh kejar keluar uang peci bas ratus ribu,"[0.1820012437635837, 0.21434204047553976, 0.29004405195606514, 0.1820012437635837, 0.23005856966905325, 0.23751091745846828, 0.09390628797842587, 0.07739545967449547, 0.22740937026069627, 0.2870062106541331, 0.24497623552704606, 0.1820012437635837, 0.1820012437635837, 0.2398034754946396, 0.17380981620307134, 0.2870062106541331, 0.1820012437635837, 0.36400248752716735, 0.20522061454084767, 0.29004405195606514, 0.1820012437635837, 0.2736929125974735, 0.2870062106541331, 0.22371402871545043, 0.19898325801704314, 0.1820012437635837, 0.24938137668401805, 0.2089853477927736, 0.36400248752716735, 0.27431479966132183, 0.197499967699012, 0.27880327021498164]"
Mon Apr 15 04:39:13 +0000 2024,0,0,0,0,tjapoenglaut,https://x.com/tjapoenglaut/status/1779731178716889531,Maryam Mirzakhani meninggal dunia pada tahun 2017 pada usia 40 tahun akibat komplikasi kanker payudara. Kematiannya yang mendadak merupakan kehilangan besar bagi dunia matematika.,negatif,Maryam Mirzakhani meninggal dunia pada tahun 2017 pada usia 40 tahun akibat komplikasi kanker payudara Kematiannya yang mendadak merupakan kehilangan besar bagi dunia matematika,maryam mirzakhani meninggal dunia pada tahun 2017 pada usia 40 tahun akibat komplikasi kanker payudara kematiannya yang mendadak merupakan kehilangan besar bagi dunia matematika,"['maryam', 'mirzakhani', 'meninggal', 'dunia', 'pada', 'tahun', '2017', 'pada', 'usia', '40', 'tahun', 'akibat', 'komplikasi', 'kanker', 'payudara', 'kematiannya', 'yang', 'mendadak', 'merupakan', 'kehilangan', 'besar', 'bagi', 'dunia', 'matematika']","['maryam', 'mirzakhani', 'meninggal', 'dunia', '2017', 'usia', '40', 'akibat', 'komplikasi', 'kanker', 'payudara', 'kematiannya', 'mendadak', 'kehilangan', 'dunia', 'matematika']","['maryam', 'mirzakhani', 'tinggal', 'dunia', '2017', 'usia', '40', 'akibat', 'komplikasi', 'kanker', 'payudara', 'mati', 'dadak', 'hilang', 'dunia', 'matematika']","['maryam', 'mirzakhani', 'tinggal', 'dunia', '2017', 'usia', '40', 'akibat', 'komplikasi', 'kanker', 'payudara', 'mati', 'dadak', 'hilang', 'dunia', 'matematika']",maryam mirzakhani tinggal dunia 2017 usia 40 akibat komplikasi kanker payudara mati dadak hilang dunia matematika,"[0.3204854680516045, 0.3204854680516045, 0.208280794159485, 0.23374512433646394, 0.2869295446987561, 0.2711718815642343, 0.3100452955121941, 0.26972848914225733, 0.26690853902125744, 0.09390628797842587, 0.07739545967449547, 0.2481119456919875, 0.3204854680516045, 0.30647768801301306, 0.23374512433646394, 0.3204854680516045]"
Tue Apr 02 14:44:00 +0000 2024,1,0,0,0,TabloidBintang,https://x.com/TabloidBintang/status/1775172335701795314,Shannen Doherty yang menderita kanker payudara stadium 4 mulai mempersiapkan kematiannya.,negatif,Shannen Doherty yang menderita kanker payudara stadium 4 mulai mempersiapkan kematiannya,shannen doherty yang menderita kanker payudara stadium 4 mulai mempersiapkan kematiannya,"['shannen', 'doherty', 'yang', 'menderita', 'kanker', 'payudara', 'stadium', '4', 'mulai', 'mempersiapkan', 'kematiannya']","['shannen', 'doherty', 'menderita', 'kanker', 'payudara', 'stadium', '4', 'kematiannya']","['shannen', 'doherty', 'derita', 'kanker', 'payudara', 'stadium', '4', 'mati']","['shannen', 'doherty', 'derita', 'kanker', 'payudara', 'stadium', '4', 'mati']",shannen doherty derita kanker payudara stadium 4 mati,"[0.2996817291324526, 0.2905120760504228, 0.26593791078421564, 0.09390628797842587, 0.07739545967449547, 0.26994927940449986, 0, 0.2481119456919875]"
Fri Apr 12 14:54:10 +0000 2024,0,0,1,0,hyunjinundip,https://x.com/hyunjinundip/status/1778798772400930902,Kamu mau sakit kalau begitu tetapi kalau lebih dari 2 minggu tetep begitu periksa saja karena takutnya seperti teman saya terkena tumor ganas alias kanker payudara,positif,Kamu mau sakit kalau begitu tetapi kalau lebih dari 2 minggu tetep begitu periksa saja karena takutnya seperti teman saya terkena tumor ganas alias kanker payudara,kamu mau sakit kalau begitu tetapi kalau lebih dari 2 minggu tetep begitu periksa saja karena takutnya seperti teman saya terkena tumor ganas alias kanker payudara,"['kamu', 'mau', 'sakit', 'kalau', 'begitu', 'tetapi', 'kalau', 'lebih', 'dari', '2', 'minggu', 'tetep', 'begitu', 'periksa', 'saja', 'karena', 'takutnya', 'seperti', 'teman', 'saya', 'terkena', 'tumor', 'ganas', 'alias', 'kanker', 'payudara']","['sakit', '2', 'minggu', 'tetep', 'periksa', 'takutnya', 'teman', 'terkena', 'tumor', 'ganas', 'alias', 'kanker', 'payudara']","['sakit', '2', 'minggu', 'tetep', 'periksa', 'takut', 'teman', 'kena', 'tumor', 'ganas', 'alias', 'kanker', 'payudara']","['sakit', '2', 'minggu', 'tetep', 'periksa', 'takut', 'teman', 'kena', 'tumor', 'ganas', 'alias', 'kanker', 'payudara']",sakit 2 minggu tetep periksa takut teman kena tumor ganas alias kanker payudara,"[0.17878135647325652, 0, 0.28769993639314867, 0.31056495405892537, 0.29004405195606514, 0.2607154146815009, 0.2615756447837823, 0.20218776526454507, 0.2710899089868283, 0.2847576184262418, 0.3536549738324964, 0.09390628797842587, 0.07739545967449547]"
Sat Apr 13 08:42:08 +0000 2024,1,0,1,0,meerantia,https://x.com/meerantia/status/1779067534337327106,di Indonesia kanker serviks ini jadi kasusnya nomor 2 tertinggi setelah kanker payudara dan memiliki angka kematian yang sangat tinggi,negatif,di Indonesia kanker serviks ini jadi kasusnya nomor 2 tertinggi setelah kanker payudara dan memiliki angka kematian yang sangat tinggi,di indonesia kanker serviks ini jadi kasusnya nomor 2 tertinggi setelah kanker payudara dan memiliki angka kematian yang sangat tinggi,"['di', 'indonesia', 'kanker', 'serviks', 'ini', 'jadi', 'kasusnya', 'nomor', '2', 'tertinggi', 'setelah', 'kanker', 'payudara', 'dan', 'memiliki', 'angka', 'kematian', 'yang', 'sangat', 'tinggi']","['indonesia', 'kanker', 'serviks', 'kasusnya', 'nomor', '2', 'tertinggi', 'kanker', 'payudara', 'memiliki', 'angka', 'kematian']","['indonesia', 'kanker', 'serviks', 'kasus', 'nomor', '2', 'tinggi', 'kanker', 'payudara', 'milik', 'angka', 'mati']","['indonesia', 'kanker', 'serviks', 'kasus', 'nomor', '2', 'tinggi', 'kanker', 'payudara', 'milik', 'angka', 'mati']",indonesia kanker serviks kasus nomor 2 tinggi kanker payudara milik angka mati,"[0.22451998245947968, 0.09390628797842587, 0.2625319903199897, 0.48526048539913935, 0.3035534226903092, 0, 0.3449327837979475, 0.09390628797842587, 0.07739545967449547, 0.2331222841382826, 0.28667430219853307, 0.2481119456919875]"
Mon Apr 08 11:28:36 +0000 2024,0,0,0,0,Jehovah_jireh,https://x.com/Jehovah_jireh/status/1777297487315046800,tidak apa-apa tidak nikah asal tetap kawin. Kalau tidak pernah kawin bikin risiko kanker payudara dan rahim semakin tinggi,positif,tidak apaapa tidak nikah asal tetap kawin Kalau tidak pernah kawin bikin risiko kanker payudara dan rahim semakin tinggi,tidak apaapa tidak nikah asal tetap kawin kalau tidak pernah kawin bikin risiko kanker payudara dan rahim semakin tinggi,"['tidak', 'apaapa', 'tidak', 'nikah', 'asal', 'tetap', 'kawin', 'kalau', 'tidak', 'pernah', 'kawin', 'bikin', 'risiko', 'kanker', 'payudara', 'dan', 'rahim', 'semakin', 'tinggi']","['apaapa', 'nikah', 'kawin', 'kawin', 'bikin', 'risiko', 'kanker', 'payudara', 'rahim']","['apaapa', 'nikah', 'kawin', 'kawin', 'bikin', 'risiko', 'kanker', 'payudara', 'rahim']","['apaapa', 'nikah', 'kawin', 'kawin', 'bikin', 'risiko', 'kanker', 'payudara', 'rahim']",apaapa nikah kawin kawin bikin risiko kanker payudara rahim,"[0.29311724720097265, 0.2897146225460628, 0.5777133685134322, 0.5777133685134322, 0.29120856713389887, 0.22093357200688113, 0.09390628797842587, 0.07739545967449547, 0.18464259543157524]"
